input,target
2771-5129,-2358
3-6,-3
193-527,-334
70-958,-888
30-92,-62
60-227,-167
25440-28388,-2948
803-429,374
70642-12496,58146
645663-816296,-170633
1490-3672,-2182
8334-356,7978
361-12,349
390-529,-139
690-422,268
342-219,123
60-58,2
9771-706,9065
23-38,-15
936262-631214,305048
4512-48194,-43682
22-67,-45
63-84,-21
4-8,-4
8043-8737,-694
82-25,57
751452-468324,283128
580-701,-121
36571-75392,-38821
26714-90668,-63954
4-9,-5
31-6,25
2-7,-5
1-6,-5
383-426,-43
977420-648275,329145
685394-773858,-88464
4083-6678,-2595
922-4519,-3597
11673-46438,-34765
3921-4832,-911
100341-384999,-284658
57630-71202,-13572
4-35,-31
10-42,-32
2981-35605,-32624
150-169,-19
6920-9527,-2607
87054-50158,36896
20-92,-72
80-62,18
7390-9312,-1922
3602-7016,-3414
460-96,364
788811-863663,-74852
3-6,-3
0-54,-54
93231-29808,63423
911-315,596
49561-64882,-15321
30622-78778,-48156
843-316,527
144971-179862,-34891
8963-62025,-53062
991294-231258,760036
7750-8904,-1154
22741-65775,-43034
6814-5695,1119
734-997,-263
90-94,-4
1-8,-7
4-6,-2
84622-22646,61976
8191-1554,6637
4-7,-3
54-748,-694
59341-7037,52304
90-15,75
61-57,4
621-604,17
293283-246538,46745
470-675,-205
2-9,-7
541-754,-213
8681-6432,2249
5641-5525,116
371740-667082,-295342
390922-46683,344239
0-1,-1
9322-7637,1685
6170-48261,-42091
63-58,5
4-5,-1
20-279,-259
28310-51787,-23477
14-45,-31
6900-7131,-231
655882-703156,-47274
2-3,-1
500452-231346,269106
5094-1207,3887
12442-520553,-508111
22-43,-21
54-95,-41
83240-73612,9628
4131-6649,-2518
5750-6593,-843
89473-24595,64878
246402-490219,-243817
33-7,26
202-798,-596
4-7,-3
60610-84631,-24021
4-6,-2
81-82,-1
81-87,-6
153-676,-523
4-9,-5
34082-9839,24243
53-75,-22
1-7,-6
3-4,-1
61-59,2
49003-91299,-42296
673-594,79
22-84,-62
25851-98363,-72512
98701-42063,56638
2-6,-4
2-6,-4
82022-26787,55235
112-536,-424
969991-742916,227075
2-9,-7
7924-2196,5728
84-45,39
534-568,-34
681-807,-126
92403-63066,29337
191-104,87
194-789,-595
74-18,56
674424-634458,39966
2-5,-3
2-3,-1
9250-5244,4006
1482-178,1304
2464-5186,-2722
901-607,294
53092-43666,9426
674571-595396,79175
2170-6417,-4247
888253-811387,76866
50510-1063,49447
731-776,-45
55003-97094,-42091
414-95,319
4-5,-1
3-9,-6
50130-21872,28258
163-55,108
270-57,213
4-8,-4
6702-56963,-50261
593570-42118,551452
3710-2558,1152
73443-72476,967
4-6,-2
1-4,-3
732-783,-51
84160-47611,36549
104-379,-275
1572-3473,-1901
270-983,-713
580-593,-13
193-346,-153
43023-46724,-3701
226134-554246,-328112
3-7,-4
82-97,-15
30-41,-11
4851-166,4685
687183-994097,-306914
467983-641037,-173054
931-704,227
7990-1898,6092
89710-406,89304
2401-99395,-96994
1-2,-1
0-5,-5
64491-56348,8143
20421-69112,-48691
2322-94243,-91921
567284-960539,-393255
1340-37133,-35793
882-829,53
241-258,-17
692-8775,-8083
64602-77996,-13394
1142-6738,-5596
734-549,185
7814-4656,3158
3-4,-1
4-5,-1
2-8,-6
5044-6605,-1561
801-605,196
13230-97978,-84748
53114-31869,21245
1-2,-1
1-7,-6
983-689,294
1-9,-8
590-725,-135
61-759,-698
57792-31699,26093
261181-606939,-345758
389620-62667,326953
1-4,-3
83-66,17
3-6,-3
0-1,-1
814-6845,-6031
3-7,-4
9184-2505,6679
7543-6799,744
690-74608,-73918
41432-12948,28484
512-699,-187
393-878,-485
5854-2089,3765
0-1,-1
91-19,72
3-8,-5
24930-79138,-54208
5294-4419,875
42-8,34
65674-77076,-11402
158403-314949,-156546
2772-477,2295
380-498,-118
5662-239,5423
59940-2607,57333
791-17224,-16433
3-7,-4
34-89,-55
92-937,-845
23-88,-65
4-5,-1
1-7,-6
410-611,-201
7960-2815,5145
73-24,49
3-8,-5
20141-69676,-49535
70074-79476,-9402
5444-1145,4299
94483-30335,64148
13182-87168,-73986
212370-811033,-598663
6343-43169,-36826
7584-3575,4009
1-4,-3
740071-147137,592934
341-75,266
910212-784446,125766
21313-41734,-20421
394-466,-72
22-13,9
1-2,-1
110333-466114,-355781
156891-36095,120796
6571-4288,2283
544714-83907,460807
93-54,39
502-274,228
820-431,389
2233-2685,-452
42-69,-27
883044-465636,417408
269030-484566,-215536
96424-66247,30177
894-979,-85
57420-27827,29593
2-6,-4
920-4388,-3468
0-45,-45
5701-3007,2694
2-7,-5
71531-72603,-1072
883-916,-33
4-9,-5
3-7,-4
87093-57144,29949
863200-669834,193366
1-2,-1
64-76,-12
21-83,-62
83-18,65
164311-651992,-487681
7744-109,7635
237163-391679,-154516
93664-13028,80636
261-98,163
0-9,-9
156163-401405,-245242
24162-86807,-62645
535700-423625,112075
5353-1534,3819
20051-87156,-67105
74864-30287,44577
1-7,-6
6971-4153,2818
4-8,-4
37900-34284,3616
7443-6268,1175
374-477,-103
537113-9885,527228
8083-3214,4869
4-6,-2
374-499,-125
227112-636643,-409531
4-9,-5
254-509,-255
909720-896263,13457
3-6,-3
1423-9099,-7676
11-733,-722
7950-95976,-88026
64-37,27
4984-2509,2475
90-48,42
455394-395428,59966
4134-3895,239
6030-231,5799
634-866,-232
201080-791997,-590917
19652-770036,-750384
94-89,5
962-57,905
84-56,28
23-19,4
2003-7735,-5732
402-855,-453
22741-65855,-43114
1-2,-1
94-55,39
0-4,-4
47364-96039,-48675
1-6,-5
5392-4295,1097
9633-4307,5326
441-483,-42
280902-832425,-551523
54-58,-4
7494-2109,5385
0-7,-7
4-8,-4
5743-2515,3228
252-24,228
4982-3653,1329
8474-5635,2839
3-6,-3
502510-458923,43587
2880-6247,-3367
741-837,-96
983-998,-15
390-759,-369
54832-85018,-30186
95372-30916,64456
89094-74725,14369
30132-49728,-19596
41-97,-56
66290-25603,40687
50-19,31
329561-923334,-593773
1912-859,1053
623634-621789,1845
1-5,-4
4-86,-82
4770-5402,-632
743-104,639
3-9,-6
451-358,93
41-83,-42
372022-472449,-100427
447651-595682,-148031
593394-666437,-73043
42-58,-16
372-653,-281
120-257,-137
6763-6699,64
0-6,-6
163-365,-202
5090-5867,-777
0-8,-8
83-894,-811
127190-495765,-368575
1-3,-2
914231-659332,254899
51474-73665,-22191
89734-70947,18787
412-246,166
1321-2914,-1593
12-55,-43
629263-265386,363877
4210-2584,1626
35844-446287,-410443
493343-664805,-171462
1-9,-8
4780-1875,2905
34-6,28
4-9,-5
42-29,13
280-181,99
190062-127254,62808
387532-984393,-596861
2-9,-7
952-19,933
0-2,-2
4-7,-3
85941-32129,53812
4-5,-1
70-55,15
10-57,-47
362-195,167
73-44,29
923-865,58
570-573,-3
7332-2569,4763
0-5,-5
8841-4289,4552
216042-897354,-681312
194054-988677,-794623
4-8,-4
411-644,-233
33-87,-54
952060-718754,233306
41-99,-58
374-209,165
623-324,299
9331-7977,1354
823-728,95
24-9,15
51-52,-1
8402-2666,5736
810103-403599,406504
684-165,519
67964-28025,39939
330214-528769,-198555
830851-501014,329837
473141-490908,-17767
471-388,83
2-8,-6
771062-761636,9426
32851-25767,7084
4063-7274,-3211
4-8,-4
90364-153339,-62975
76470-13691,62779
0-2,-2
42304-44086,-1782
980-681,299
632-773,-141
36902-350216,-313314
5952-9218,-3266
4-7,-3
52-98,-46
6104-635,5469
43190-83703,-40513
661713-778477,-116764
326982-926775,-599793
225171-832979,-607808
74-15,59
74-15,59
41-29,12
3-304,-301
332974-967447,-634473
557912-571379,-13467
6972-7435,-463
56804-89565,-32761
3-78,-75
281-585,-304
156284-281377,-125093
81613-47014,34599
83733-1549,82184
23-34,-11
47633-60147,-12514
0-1,-1
251-714,-463
3514-5469,-1955
690-2556,-1866
3-6,-3
76990-72323,4667
73172-62444,10728
963-625,338
234-255,-21
168240-973041,-804801
540-356,184
0-1,-1
3-4,-1
362210-20234,341976
4-9,-5
4-7,-3
3-5,-2
0-1,-1
69804-83337,-13533
1-8,-7
541-127,414
391370-652748,-261378
892-453,439
2-7,-5
699483-294277,405206
2-98,-96
9810-2862,6948
79652-12799,66853
87961-95984,-8023
7821-4355,3466
3-9,-6
530321-663107,-132786
87031-34659,52372
7964-6288,1676
4132-4205,-73
2900-9467,-6567
714362-732384,-18022
630-2896,-2266
6514-96478,-89964
512-494,18
1-7,-6
904-497,407
700-125,575
685654-46007,639647
10-71,-61
60-79,-19
72-25,47
4-27,-23
18551-6474,12077
70394-9598,60796
442471-90173,352298
3530-8497,-4967
501-1713,-1212
21211-58097,-36886
6260-6127,133
641110-711251,-70141
82170-63507,18663
885584-316006,569578
8192-1408,6784
174-285,-111
3-74,-71
684-939,-255
702-599,103
3-8,-5
32544-2355,30189
801-9852,-9051
9794-135,9659
350623-645124,-294501
2493-9294,-6801
20773-652544,-631771
1-3,-2
50-23,27
3211-2059,1152
982-4436,-3454
0-2,-2
222-6967,-6745
695043-213118,481925
789862-837396,-47534
2-8,-6
4-9,-5
3133-4199,-1066
4-5,-1
3534-1356,2178
989714-824475,165239
455120-124558,330562
52-19,33
700-782,-82
1-6,-5
470-45,425
43834-52477,-8643
68253-279728,-211475
614-235,379
168211-366972,-198761
1-4,-3
212-329,-117
208710-59472,149238
44-67,-23
498552-43729,454823
28981-28659,322
21-12,9
1-4,-3
8554-665,7889
6813-63017,-56204
3254-2938,316
83641-37204,46437
4-7,-3
133-378,-245
30-61,-31
1950-1608,342
198493-262995,-64502
2-5,-3
864-178,686
800-483,317
152863-764468,-611605
812552-508957,303595
2040-8399,-6359
600560-623381,-22821
91-19,72
51-33,18
51-75,-24
1-2,-1
83-18,65
1343-47158,-45815
0-3,-3
42-38,4
1-5,-4
30-52,-22
0-6,-6
5823-7674,-1851
7382-2049,5333
3793-15427,-11634
6984-1357,5627
52-18,34
84-49,35
76113-74666,1447
3562-9243,-5681
21-84,-63
61724-86655,-24931
946912-736655,210257
52-18,34
51-99,-48
282-858,-576
1744-226,1518
6370-1357,5013
940-96,844
965003-89487,875516
453-389,64
1-23,-22
310844-335567,-24723
1284-2609,-1325
390010-339084,50926
717971-340604,377367
349440-552295,-202855
55820-76094,-20274
0-5,-5
31-28,3
3643-8688,-5045
17373-9936,7437
1-2,-1
208803-669627,-460824
2-8,-6
918033-651216,266817
60914-29505,31409
9133-1335,7798
413970-95245,318725
662-994,-332
120-391,-271
61-549,-488
4-5,-1
42-28,14
54-89,-35
44-66,-22
51901-81642,-29741
61-6137,-6076
854-229,625
99884-89917,9967
26881-608247,-581366
92-6,86
4471-2912,1559
334-985,-651
60-468,-408
444693-986025,-541332
743-746,-3
97444-65125,32319
44-85,-41
671-626,45
18810-33464,-14654
20631-11955,8676
1-3,-2
401-9147,-8746
20980-15035,5945
72-78,-6
402-39,363
93-78,15
40-32,8
3-9,-6
2-8,-6
750-588,162
4-9,-5
48000-21904,26096
940782-461473,479309
14663-9809,4854
238914-852875,-613961
4-9,-5
241-267,-26
509313-196604,312709
11-645,-634
1-3,-2
53-94,-41
57474-33327,24147
52263-60859,-8596
902791-377497,525294
2-3,-1
98653-94775,3878
739200-6468,732732
1544-7849,-6305
89444-37338,52106
84-5628,-5544
1943-7694,-5751
448363-324849,123514
771-836,-65
467901-711632,-243731
622-194,428
2-47,-45
11-82,-71
46824-44678,2146
13-69,-56
761-856,-95
8620-511,8109
883-3044,-2161
62312-14468,47844
54-79,-25
91-38,53
23-55,-32
442-325,117
660-738,-78
24-69,-45
12-16,-4
75541-17644,57897
80-5,75
3-7,-4
9143-3475,5668
703201-507217,195984
4-9,-5
581942-257503,324439
501-776,-275
39052-74516,-35464
466904-209366,257538
4-9,-5
54-7,47
8793-4346,4447
84-56,28
35890-53661,-17771
432032-531177,-99145
791072-329905,461167
87891-97538,-9647
53-66,-13
640-485,155
62-63,-1
43-35,8
701-456,245
443-6154,-5711
6820-101,6719
3102-55785,-52683
91901-83414,8487
81-37,44
0-91,-91
906742-453794,452948
0-4,-4
332-284,48
520-574,-54
16282-51176,-34894
80-94,-14
986350-718415,267935
79254-96688,-17434
61-78,-17
93-46,47
93-26,67
63-7,56
4-9,-5
10-36,-26
131-58,73
58643-85558,-26915
3750-4116,-366
4-6,-2
824-169,655
22-93,-71
287271-527819,-240548
54-56,-2
61-17,44
41-24,17
694-375,319
582-813,-231
3-7,-4
250-286,-36
890-244,646
4-5,-1
0-3,-3
49814-361356,-311542
10-8,2
681-4334,-3653
791-339,452
7491-7949,-458
7673-6268,1405
265981-822025,-556044
598660-11226,587434
91933-45487,46446
85561-79619,5942
210-837,-627
1-3,-2
4-8,-4
0-8,-8
83-85,-2
576254-890429,-314175
5820-789,5031
51-99,-48
21-58,-37
484-459,25
581-406,175
1-75,-74
7280-3897,3383
2941-7329,-4388
214163-452015,-237852
334-965,-631
454-559,-105
2-6,-4
3864-3477,387
94233-42409,51824
692-973,-281
3-9,-6
69574-75739,-6165
6214-5229,985
172-3239,-3067
624-336,288
360564-828368,-467804
9694-3056,6638
17272-9324,7948
20-88,-68
50-15,35
347720-613147,-265427
2-94,-92
594-278,316
76082-86936,-10854
3-7,-4
13-54,-41
689880-784237,-94357
307792-594475,-286683
958924-39286,919638
620940-44836,576104
83523-10888,72635
1470-7898,-6428
1304-7519,-6215
913-368,545
3121-4827,-1706
3531-7086,-3555
8273-9239,-966
1-4,-3
2-8,-6
2114-68,2046
882-33796,-32914
85434-29989,55445
0-2,-2
82-79,3
10-87,-77
3934-1466,2468
894-47,847
653420-636698,16722
157233-799244,-642011
1324-4925,-3601
30893-28428,2465
3-7,-4
16964-11417,5547
0-7,-7
92850-49591,43259
994-735,259
0-3,-3
929620-71032,858588
67450-54269,13181
554413-629674,-75261
2910-2304,606
744-895,-151
7202-61305,-54103
14914-21625,-6711
1351-8004,-6653
51-67,-16
5462-59814,-54352
0-3,-3
604-189,415
4-7,-3
0-9,-9
118034-706546,-588512
8974-3307,5667
340111-326374,13737
1214-1997,-783
3-6,-3
70-75,-5
14-95,-81
2682-6635,-3953
762-547,215
2360-4618,-2258
0-8,-8
191-363,-172
4-6,-2
912-354,558
223-359,-136
2-8,-6
664-288,376
80-65,15
0-1,-1
93-25,68
84-16,68
29004-78696,-49692
20-61,-41
972-44,928
131-198,-67
873-656,217
2053-2469,-416
99671-19064,80607
96891-26276,70615
81-66,15
66350-83612,-17262
605114-446098,159016
1161-4212,-3051
3952-3099,853
813-254,559
172-54,118
39950-2612,37338
44903-6008,38895
111-45,66
3-4,-1
8754-2507,6247
266393-918667,-652274
4190-5219,-1029
5451-2515,2936
869551-444156,425395
24-268,-244
931630-816098,115532
5051-607,4444
5912-3668,2244
644-467,177
70533-63564,6969
5202-6523,-1321
534-607,-73
2-6,-4
78781-92728,-13947
164-826,-662
70081-26563,43518
53674-98068,-44394
1-5,-4
2262-1574,688
894-5215,-4321
264261-892174,-627913
11-62,-51
739072-117019,622053
257540-945936,-688396
30332-28107,2225
70-41,29
61-88,-27
814-819,-5
3751-7607,-3856
1-9,-8
296530-638931,-342401
80811-48418,32393
80-156,-76
3-5,-2
11-82,-71
4-6,-2
8900-8722,178
3-39,-36
86681-28258,58423
803111-684255,118856
611-689,-78
96784-38857,57927
1-8,-7
39872-29944,9928
55654-22057,33597
673203-23668,649535
4734-3768,966
460-828,-368
70-62,8
104-159,-55
631-16,615
1-3,-2
544-2345,-1801
336480-337648,-1168
22-55,-33
0-2,-2
393-137,256
66021-31208,34813
42-59,-17
580214-621138,-40924
11-43,-32
469704-503188,-33484
74870-21967,52903
21-49,-28
31613-32747,-1134
370-6032,-5662
797930-223349,574581
73524-5097,68427
50-37,13
73-9,64
722-598,124
545292-745766,-200474
119053-628638,-509585
22542-86596,-64054
1-9,-8
60-11,49
9330-507,8823
241-236,5
92-794,-702
581-599,-18
2-4,-2
0-8,-8
3163-7897,-4734
235314-28177,207137
579230-409075,170155
313-88,225
0-5,-5
620563-499555,121008
943212-497916,445296
545321-881477,-336156
652-595,57
2-3,-1
120552-629017,-508465
1-7,-6
3171-3866,-695
0-3,-3
1-4,-3
724-868,-144
115200-663072,-547872
9114-769,8345
323840-184204,139636
0-1,-1
88773-1817,86956
8374-6008,2366
8782-5119,3663
608832-702118,-93286
3-8,-5
565633-248049,317584
34172-4964,29208
53-24,29
3-6,-3
25473-220047,-194574
11-32,-21
171-128,43
6452-3067,3385
35791-85584,-49793
973-995,-22
631-397,234
20-89,-69
67411-43294,24117
33261-80219,-46958
42-55,-13
44-76,-32
61-63,-2
66474-97965,-31491
18124-55828,-37704
6871-12214,-5343
637361-336066,301295
770-278,492
714-896,-182
0-2,-2
543-975,-432
962272-941766,20506
3-5,-2
851-503,348
9672-9985,-313
974642-720653,253989
53543-46937,6606
782-316,466
3-7,-4
1651-9407,-7756
682242-470506,211736
728823-837244,-108421
4-6,-2
48720-66712,-17992
4-7,-3
8071-902,7169
701-429,272
25882-17896,7986
5430-88206,-82776
2-4,-2
489004-25227,463777
826810-309375,517435
5491-1715,3776
40010-6385,33625
1-2,-1
2210-6429,-4219
1470-7993,-6523
1-658,-657
14733-36289,-21556
31-94,-63
171-213,-42
60-39,21
0-2,-2
54772-69665,-14893
30293-58674,-28381
0-4,-4
65460-994819,-929359
2024-6619,-4595
961-86,875
54-36,18
9462-9799,-337
234-1299,-1065
626090-412462,213628
4-7,-3
0-2,-2
82-88,-6
13-59,-46
72-96,-24
368841-532667,-163826
73-56,17
6502-1217,5285
443-266,177
962-689,273
323-716,-393
42372-67417,-25045
3174-8279,-5105
802-775,27
623-819,-196
3-6,-3
953-425,528
4412-9987,-5575
8292-8596,-304
233-919,-686
40-6,34
520980-43736,477244
433-675,-242
101114-461545,-360431
11-37,-26
333-746,-413
54-587,-533
3912-2694,1218
413231-604936,-191705
3-9,-6
391-592,-201
4-8,-4
696311-348548,347763
1933-4869,-2936
1-3,-2
1501-119,1382
553-2134,-1581
1-339,-338
74314-75005,-691
413-958,-545
24-47,-23
74780-87932,-13152
954-6905,-5951
92573-174966,-82393
3-4,-1
54-35,19
4370-6089,-1719
1-6,-5
7981-9453,-1472
9724-24728,-15004
541930-153511,388419
4-5,-1
9870-7982,1888
94-779,-685
66010-95423,-29413
71-65,6
1564-8509,-6945
41-86,-45
6573-5096,1477
32-35,-3
54-15,39
4-9,-5
644903-513078,131825
0-4,-4
74-68,6
24802-49595,-24793
84-48,36
57504-875496,-817992
4-57,-53
92-448,-356
70-492,-422
168213-818577,-650364
80-83,-3
0-2,-2
241-617,-376
3-98,-95
364-785,-421
1-8,-7
321701-235533,86168
483-204,279
5824-8315,-2491
60-19,41
62-75,-13
2-44,-42
73602-16624,56978
68884-12236,56648
2-4,-2
23-4,19
4-5,-1
7954-9296,-1342
993-1886,-893
81-16,65
354-187,167
771630-505384,266246
7434-9205,-1771
33-89,-56
893-137,756
124-2369,-2245
2-6,-4
40-53,-13
84-38,46
6931-5622,1309
6584-9666,-3082
8284-7775,509
5854-5988,-134
23-67,-44
34-56,-22
74622-3466,71156
4590-4819,-229
8381-2924,5457
605653-507688,97965
82-9,73
2984-2647,337
94-98,-4
2511-5503,-2992
956832-424539,532293
823-515,308
2-6,-4
50-6,44
174-29,145
5300-3624,1676
674-779,-105
6490-3857,2633
6541-7998,-1457
19222-90199,-70977
53-37,16
0-9,-9
9031-70855,-61824
4-5,-1
3181-1429,1752
74-118,-44
7134-986,6148
972-384,588
3-5,-2
702-719,-17
2170-8398,-6228
653062-712264,-59202
3550-3134,416
4-9,-5
4-5,-1
2242-9955,-7713
30901-4865,26036
59784-51658,8126
602-74,528
91-57202,-57111
83-84,-1
960720-564678,396042
9680-2349,7331
9124-7058,2066
92681-88612,4069
30043-34397,-4354
6504-425,6079
87061-92005,-4944
670-126,544
93-49,44
522-895,-373
381-828,-447
62-84,-22
9342-6479,2863
0-8,-8
4133-2618,1515
4-6,-2
5960-8916,-2956
604-417,187
6811-9542,-2731
834290-379743,454547
4-39,-35
3663-6135,-2472
8810-4473,4337
74-38,36
10-12,-2
712-646,66
9754-7277,2477
6791-4459,2332
82-8,74
974-239,735
7034-1135,5899
5692-88926,-83234
3-6,-3
1-5,-4
6654-4298,2356
7090-2736,4354
83-26,57
342-999,-657
3912-8186,-4274
91922-455446,-363524
71-32,39
48554-29326,19228
752-726,26
1043-4199,-3156
23-35,-12
343-3699,-3356
54-256,-202
14103-40034,-25931
772-345,427
60912-86757,-25845
128614-401025,-272411
50971-47107,3864
4153-3344,809
570-318,252
2-7,-5
1-4,-3
22-65,-43
83370-54959,28411
764-906,-142
